Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,7.228391e+01,1.478333e+02,3.868286e+02,-9.960326e-02,9.842622e-01,1.459689e-01
2,S.2,normal,1.553446e+01,1.606499e+02,3.918309e+02,2.993454e-01,9.541438e-01,1.414417e-03
3,S.3,normal,2.947838e+00,1.098087e+02,4.083752e+02,-7.696363e-01,-2.188441e-02,6.381074e-01
4,S.4,normal,3.222244e+00,-7.414093e+00,3.868936e+02,-6.969330e-01,-7.153450e-01,-5.065500e-02
5,S.5,normal,1.278946e+02,1.157644e+02,4.034872e+02,9.821322e-01,6.599689e-02,-1.762407e-01
6,S.6,normal,1.183775e+02,1.258975e+02,3.845464e+02,7.143906e-01,3.602773e-01,-5.998719e-01
7,S.7,normal,1.155496e+02,1.291557e+02,4.189731e+02,4.528051e-01,3.592867e-01,8.160151e-01
8,S.8,normal,1.097469e+02,1.551336e+02,3.988101e+02,8.764652e-01,4.098140e-01,2.527077e-01
9,S.9,normal,8.244278e+01,1.488025e+02,3.799627e+02,5.256839e-02,-8.345618e-01,-5.484005e-01
10,S.10,normal,8.734591e+01,1.619664e+02,3.937239e+02,-4.218067e-01,-5.021298e-02,9.052943e-01
11,S.11,normal,1.180485e+02,1.622885e+02,3.737292e+02,5.810733e-01,8.136153e-01,1.959184e-02
12,S.12,normal,1.121417e+02,1.490266e+02,3.686585e+02,-4.037638e-01,-5.302438e-01,-7.455309e-01
13,S.13,normal,1.227240e+02,1.793285e+02,4.238635e+02,2.271686e-01,9.276099e-01,-2.965372e-01
14,S.14,normal,9.846404e+01,1.555128e+02,4.407367e+02,-7.852352e-01,6.110542e-01,1.000920e-01
15,S.15,normal,1.152407e+02,1.373784e+02,4.440638e+02,6.363581e-01,-5.386721e-01,5.521598e-01
16,S.16,normal,9.902711e+01,1.206120e+02,4.126928e+02,9.444338e-01,2.891794e-01,1.562689e-01
17,S.17,normal,9.206447e+01,1.478062e+02,4.420681e+02,-7.128604e-01,5.193965e-01,4.712295e-01
18,S.18,normal,9.993665e+01,1.294471e+02,4.451438e+02,6.763685e-03,-8.854951e-01,4.645995e-01
19,S.19,normal,2.585144e+01,1.088640e+02,4.214808e+02,-5.433019e-01,-1.281916e-02,8.394396e-01
