Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,-1.794712e+01,2.878883e+01,4.046497e+02,-9.319971e-01,3.665641e-02,3.606077e-01
2,S.2,normal,-2.431415e+01,1.182944e+01,4.131689e+02,-6.535723e-01,3.300150e-01,6.811265e-01
3,S.3,normal,-1.403530e+00,-1.459601e+01,4.105943e+02,-3.395327e-01,-6.411584e-01,6.882104e-01
4,S.4,normal,1.520143e+01,-2.858388e+01,3.930684e+02,2.629880e-01,-9.223699e-01,-2.829682e-01
5,S.5,normal,4.654598e-02,4.412540e+01,3.971072e+02,4.756814e-01,7.144094e-01,-5.131728e-01
6,S.6,normal,-7.748981e+00,4.355649e+01,3.969821e+02,-6.153384e-01,3.897817e-01,-6.851488e-01
7,S.7,normal,-9.008772e-01,4.367927e+01,4.054087e+02,3.947118e-01,7.328259e-01,5.542281e-01
8,S.8,normal,-1.145668e+01,4.514008e+01,4.059828e+02,-3.150124e-01,9.405657e-01,1.268989e-01
9,S.9,normal,-1.844571e+01,3.467580e+01,4.012486e+02,2.422280e-01,-6.351650e-01,-7.334105e-01
10,S.10,normal,-1.702468e+01,4.303773e+01,4.048893e+02,5.854419e-01,7.308313e-01,3.509180e-01
11,S.11,normal,-1.813317e+01,5.260383e+01,4.000989e+02,3.079166e-01,8.483653e-01,4.306549e-01
12,S.12,normal,-1.664424e+01,4.913481e+01,3.943398e+02,-2.509392e-01,-2.271506e-01,-9.409740e-01
13,S.13,normal,-6.811391e+00,5.642498e+01,4.171220e+02,-7.620645e-01,4.565071e-01,4.591937e-01
14,S.14,normal,-2.984372e+00,4.351009e+01,4.164437e+02,-6.467800e-01,-2.389560e-01,7.242759e-01
15,S.15,normal,3.887049e+00,4.539235e+01,4.158317e+02,9.474238e-01,1.701785e-01,2.709749e-01
16,S.16,normal,-2.491272e+00,3.429310e+01,4.069592e+02,2.501322e-01,9.592772e-01,1.312297e-01
17,S.17,normal,-3.039627e-01,3.490923e+01,4.161473e+02,-4.778297e-01,-3.136133e-01,8.205641e-01
18,S.18,normal,5.034836e+00,3.585528e+01,4.155885e+02,6.409329e-01,-1.352111e-01,-7.555944e-01
19,S.19,normal,-1.281666e+00,-1.780907e+00,4.117868e+02,2.328394e-01,-1.404752e-01,9.623162e-01
