Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,-5.720741e+00,9.399358e+01,4.246359e+02,-5.165585e-01,8.046839e-01,2.926623e-01
2,S.2,normal,-3.552870e+01,9.450495e+01,4.218275e+02,-5.686197e-01,8.058878e-01,1.649745e-01
3,S.3,normal,-4.830005e+01,1.580829e+01,4.227299e+02,-9.108288e-01,-1.769377e-01,3.729398e-01
4,S.4,normal,-2.600220e+01,-5.835623e+01,3.914651e+02,-3.727334e-01,-9.274248e-01,-3.087040e-02
5,S.5,normal,4.003307e+01,7.944424e+01,4.456033e+02,8.169215e-01,-5.062803e-01,2.762595e-01
6,S.6,normal,3.641093e+01,9.080042e+01,4.326082e+02,7.049838e-01,2.774718e-01,-6.526923e-01
7,S.7,normal,2.427919e+01,8.528313e+01,4.540150e+02,2.511350e-01,3.071994e-01,9.179105e-01
8,S.8,normal,2.340275e+01,1.033920e+02,4.395983e+02,1.771521e-01,7.234874e-01,6.672205e-01
9,S.9,normal,8.337967e+00,9.446263e+01,4.171550e+02,1.856844e-01,-7.148303e-01,-6.741951e-01
10,S.10,normal,4.937959e+00,1.107608e+02,4.239662e+02,2.037962e-01,-1.874613e-01,9.608982e-01
11,S.11,normal,4.295518e+01,1.127560e+02,4.237589e+02,4.198926e-01,9.012923e-01,-1.065949e-01
12,S.12,normal,4.477525e+01,9.851144e+01,4.163352e+02,9.578729e-02,-8.353618e-01,-5.412906e-01
13,S.13,normal,3.193288e+01,1.321545e+02,4.473083e+02,3.889968e-01,4.204028e-01,-8.197213e-01
14,S.14,normal,9.227768e+00,1.182236e+02,4.555430e+02,-8.139592e-01,5.311866e-01,-2.351837e-01
15,S.15,normal,2.205714e+01,1.176548e+02,4.739785e+02,2.565286e-01,2.023197e-01,9.451243e-01
16,S.16,normal,1.444461e+01,8.279419e+01,4.489568e+02,4.300282e-01,8.337730e-01,3.462635e-01
17,S.17,normal,-3.979080e+00,9.538332e+01,4.596995e+02,-6.139382e-01,2.016767e-01,-7.631555e-01
18,S.18,normal,9.106575e+00,8.478206e+01,4.643100e+02,8.019913e-01,-3.660305e-01,4.720504e-01
19,S.19,normal,-3.748879e+01,2.585067e+01,4.311106e+02,-5.009404e-01,-1.119602e-01,8.582096e-01
