Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,1.789544e+01,5.166928e+01,4.138550e+02,-5.761629e-01,4.031296e-01,7.110013e-01
2,S.2,normal,4.853252e+00,2.883322e+01,4.307289e+02,-5.273600e-01,2.569898e-01,8.098443e-01
3,S.3,normal,4.073232e+01,-2.449830e+01,4.166287e+02,-7.399759e-02,-4.971011e-01,8.645316e-01
4,S.4,normal,7.581752e+01,-6.866609e+01,3.718458e+02,1.872399e-01,-9.761857e-01,-1.095560e-01
5,S.5,normal,5.677267e+01,7.064598e+01,3.842723e+02,6.503041e-01,2.564998e-01,-7.150611e-01
6,S.6,normal,4.027069e+01,7.246426e+01,3.867739e+02,-4.891327e-01,5.979564e-01,-6.349783e-01
7,S.7,normal,5.698326e+01,6.979747e+01,4.015866e+02,5.217509e-01,4.972716e-01,6.931790e-01
8,S.8,normal,3.771331e+01,7.673163e+01,4.071982e+02,2.907590e-01,9.232293e-01,2.512105e-01
9,S.9,normal,2.158485e+01,6.718120e+01,4.015548e+02,-4.053189e-02,-4.742467e-01,-8.794584e-01
10,S.10,normal,1.860989e+01,7.095778e+01,4.162239e+02,6.625499e-01,-3.027209e-01,6.851188e-01
11,S.11,normal,2.392205e+01,9.281749e+01,3.876303e+02,-3.411959e-01,8.831527e-01,-3.219109e-01
12,S.12,normal,2.553918e+01,8.151570e+01,3.820596e+02,-1.555367e-01,-8.286818e-01,-5.376754e-01
13,S.13,normal,3.326905e+01,1.090308e+02,4.177856e+02,-5.690921e-01,7.033848e-01,4.258919e-01
14,S.14,normal,4.496626e+01,8.146916e+01,4.280052e+02,-2.993888e-01,-8.531297e-02,9.503095e-01
15,S.15,normal,6.412325e+01,8.916890e+01,4.206617e+02,9.641034e-01,2.540041e-01,7.737263e-02
16,S.16,normal,5.103953e+01,5.990695e+01,4.084204e+02,1.840586e-01,9.771559e-01,-1.062484e-01
17,S.17,normal,5.011275e+01,6.337998e+01,4.284121e+02,-1.073791e-01,-1.207074e-01,9.868634e-01
18,S.18,normal,6.371417e+01,6.239671e+01,4.217555e+02,8.811042e-01,-3.042884e-01,-3.620276e-01
19,S.19,normal,4.532433e+01,-5.940327e+00,4.191838e+02,6.514121e-01,-2.966020e-01,6.983477e-01
