Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,9.376129e+01,7.874198e+01,3.664791e+02,1.975463e-01,8.546866e-01,4.800900e-01
2,S.2,normal,5.114120e+01,9.251349e+01,3.876531e+02,-4.414112e-01,8.972318e-01,1.145644e-02
3,S.3,normal,4.273141e+01,5.164709e+01,3.959332e+02,-9.325798e-01,-2.756500e-01,2.330493e-01
4,S.4,normal,3.270176e+01,-3.365428e+01,3.845586e+02,-3.774459e-01,-9.054485e-01,1.941593e-01
5,S.5,normal,1.334582e+02,4.464072e+01,3.580024e+02,7.867973e-01,-3.665228e-01,-4.965993e-01
6,S.6,normal,1.253836e+02,5.878835e+01,3.497415e+02,1.963414e-01,1.709861e-01,-9.655123e-01
7,S.7,normal,1.356795e+02,5.009750e+01,3.732464e+02,6.953616e-01,-2.322464e-01,6.800984e-01
8,S.8,normal,1.292420e+02,7.815500e+01,3.655107e+02,9.973029e-01,5.150294e-02,-5.229213e-02
9,S.9,normal,1.034631e+02,8.012584e+01,3.573782e+02,-1.078507e-01,-8.702613e-01,-4.806385e-01
10,S.10,normal,1.099340e+02,9.453823e+01,3.637534e+02,7.163809e-02,1.129014e-01,9.910203e-01
11,S.11,normal,1.274780e+02,8.618552e+01,3.355073e+02,6.041095e-01,3.173404e-01,-7.309902e-01
12,S.12,normal,1.212633e+02,7.544472e+01,3.392278e+02,-3.455280e-01,-9.381346e-01,2.267080e-02
13,S.13,normal,1.444697e+02,1.043672e+02,3.671532e+02,7.463863e-02,7.239633e-01,-6.857888e-01
14,S.14,normal,1.314350e+02,8.922438e+01,3.899503e+02,-3.428193e-01,6.215273e-01,7.043996e-01
15,S.15,normal,1.477093e+02,7.837080e+01,3.903573e+02,8.348390e-01,-3.523676e-01,4.229432e-01
16,S.16,normal,1.156624e+02,5.819036e+01,3.778580e+02,9.830530e-01,8.473042e-02,-1.625658e-01
17,S.17,normal,1.197414e+02,7.530151e+01,3.956777e+02,-7.345496e-01,6.762289e-01,5.613688e-02
18,S.18,normal,1.255844e+02,6.751986e+01,3.993939e+02,4.323353e-01,-6.478229e-01,6.272253e-01
19,S.19,normal,7.184103e+01,5.311884e+01,3.999411e+02,-2.186741e-01,1.272083e-01,9.674707e-01
