Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,3.599536e+01,7.721643e+01,3.609024e+02,-1.839089e-01,9.088623e-01,3.743619e-01
2,S.2,normal,3.092049e+00,8.779440e+01,3.601393e+02,-4.973512e-01,8.640907e-01,7.738939e-02
3,S.3,normal,-2.629448e+01,1.277691e+01,3.556991e+02,-9.980409e-01,6.171091e-02,-1.030531e-02
4,S.4,normal,-1.676436e+01,-6.387164e+01,3.182358e+02,-4.066064e-01,-9.118851e-01,-5.600510e-02
5,S.5,normal,8.032428e+01,4.895948e+01,3.811178e+02,9.171768e-01,-3.785008e-01,1.245946e-01
6,S.6,normal,7.956608e+01,6.138445e+01,3.695198e+02,8.253683e-01,2.170214e-01,-5.212186e-01
7,S.7,normal,6.935903e+01,5.659999e+01,3.934116e+02,2.482869e-01,1.070578e-01,9.627525e-01
8,S.8,normal,6.778196e+01,8.052807e+01,3.822130e+02,5.033754e-01,5.650468e-01,6.537089e-01
9,S.9,normal,4.929832e+01,8.057021e+01,3.572510e+02,3.732342e-01,-6.790469e-01,-6.321325e-01
10,S.10,normal,5.176091e+01,9.425848e+01,3.704393e+02,-4.212447e-01,-5.725233e-01,7.033988e-01
11,S.11,normal,8.722094e+01,9.183875e+01,3.639883e+02,5.924749e-01,8.020344e-01,7.559393e-02
12,S.12,normal,8.544342e+01,7.690154e+01,3.545374e+02,1.268265e-01,-4.602685e-01,-8.786739e-01
13,S.13,normal,8.385348e+01,1.098475e+02,3.835871e+02,4.992223e-01,6.081768e-01,-6.171694e-01
14,S.14,normal,5.192444e+01,9.086066e+01,4.029887e+02,-6.867487e-01,6.836284e-01,2.470394e-01
15,S.15,normal,7.002309e+01,7.516829e+01,4.201023e+02,5.681819e-01,-3.061534e-01,7.638321e-01
16,S.16,normal,5.301879e+01,5.817577e+01,3.852766e+02,4.769666e-01,8.183030e-01,3.207541e-01
17,S.17,normal,4.030442e+01,7.406630e+01,4.057946e+02,-7.424088e-01,5.670177e-01,-3.568197e-01
18,S.18,normal,4.375460e+01,6.296843e+01,4.128213e+02,1.140459e-01,-9.051347e-01,4.095418e-01
19,S.19,normal,-1.564005e+01,1.886997e+01,3.669587e+02,-4.921343e-01,-5.237592e-01,6.953275e-01
