Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,4.355016e+01,9.801229e+01,3.280897e+02,2.338886e-01,9.722266e-01,8.457572e-03
2,S.2,normal,2.847215e+01,1.206622e+02,3.256731e+02,3.810195e-01,9.174241e-01,1.147044e-01
3,S.3,normal,-2.954146e+01,7.400101e+01,3.427242e+02,-8.771009e-01,4.673615e-01,-1.107572e-01
4,S.4,normal,-6.524251e+01,-1.754386e+01,3.230667e+02,-6.951663e-01,-4.975257e-01,5.188563e-01
5,S.5,normal,7.306443e+01,5.869767e+01,3.441158e+02,5.191457e-01,-8.436698e-01,1.367813e-01
6,S.6,normal,7.116677e+01,6.775563e+01,3.315345e+02,2.164387e-01,-1.635002e-01,-9.625081e-01
7,S.7,normal,6.837352e+01,6.953605e+01,3.563226e+02,5.816911e-01,1.299079e-01,8.029690e-01
8,S.8,normal,7.480119e+01,9.296726e+01,3.401389e+02,9.010300e-01,2.445412e-01,3.582520e-01
9,S.9,normal,5.119498e+01,9.106129e+01,3.213692e+02,-4.237008e-01,-7.339486e-01,-5.308455e-01
10,S.10,normal,6.493860e+01,1.052840e+02,3.241705e+02,-2.603885e-01,3.139168e-01,9.130466e-01
11,S.18,normal,9.199701e+01,8.202412e+01,3.163307e+02,7.590265e-01,4.602785e-01,-4.604589e-01
12,S.19,normal,8.276388e+01,7.143410e+01,3.147791e+02,-4.012558e-01,-7.861988e-01,-4.699843e-01
13,S.20,normal,1.006008e+02,1.057923e+02,3.415223e+02,1.737767e-01,4.828503e-01,-8.582873e-01
14,S.21,normal,8.151981e+01,1.117307e+02,3.602519e+02,-2.567285e-01,9.632313e-01,-7.922176e-02
15,S.22,normal,9.551366e+01,9.668408e+01,3.718665e+02,6.622291e-01,-5.027099e-01,5.556397e-01
16,S.23,normal,5.193413e+01,7.431265e+01,3.526693e+02,9.453960e-01,2.506149e-01,2.083713e-01
17,S.24,normal,5.117624e+01,9.675980e+01,3.726285e+02,-4.677943e-01,8.712330e-01,1.487334e-01
18,S.25,normal,5.245759e+01,8.390045e+01,3.764609e+02,-4.707440e-02,-7.440515e-01,6.664618e-01
19,S.26,normal,-1.317006e+01,6.787964e+01,3.529281e+02,-6.896173e-01,-2.923801e-01,6.625268e-01
