Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,1.168798e+02,1.392323e+02,4.129110e+02,7.886112e-02,9.040106e-01,4.201735e-01
2,S.2,normal,7.049624e+01,1.738285e+02,4.196343e+02,1.724992e-01,7.638888e-01,6.218666e-01
3,S.3,normal,3.093577e+01,8.306381e+01,4.144380e+02,-9.380401e-01,-3.593149e-02,3.446588e-01
4,S.4,normal,3.494218e+01,-6.000092e+00,4.101801e+02,-5.373023e-01,-7.810469e-01,3.182327e-01
5,S.5,normal,1.678721e+02,1.080856e+02,4.264592e+02,9.727009e-01,2.226758e-01,6.533427e-02
6,S.6,normal,1.629885e+02,1.189674e+02,4.094798e+02,8.144250e-01,4.771791e-01,-3.301699e-01
7,S.7,normal,1.576646e+02,1.202487e+02,4.405931e+02,3.373238e-01,2.784465e-01,8.992665e-01
8,S.8,normal,1.529416e+02,1.447655e+02,4.182191e+02,8.770958e-01,4.087448e-01,2.522511e-01
9,S.9,normal,1.267928e+02,1.345639e+02,4.072500e+02,1.051139e-01,-7.785104e-01,-6.187670e-01
10,S.10,normal,1.341433e+02,1.526567e+02,4.140998e+02,-3.962999e-01,-5.744826e-02,9.163221e-01
11,S.11,normal,1.683499e+02,1.499100e+02,3.952632e+02,8.112681e-01,5.735111e-01,-1.137057e-01
12,S.12,normal,1.655343e+02,1.323613e+02,3.845565e+02,-2.555792e-02,-7.936104e-01,-6.078894e-01
13,S.13,normal,1.762430e+02,1.704755e+02,4.267799e+02,3.668191e-01,5.960556e-01,-7.142560e-01
14,S.14,normal,1.475947e+02,1.513742e+02,4.527358e+02,-6.633503e-01,7.334343e-01,1.484609e-01
15,S.15,normal,1.657273e+02,1.331479e+02,4.614270e+02,5.919180e-01,-6.944201e-01,4.091623e-01
16,S.16,normal,1.334319e+02,1.177018e+02,4.343747e+02,9.771568e-01,3.451890e-02,2.096974e-01
17,S.17,normal,1.300249e+02,1.364367e+02,4.535623e+02,-5.763127e-01,6.807972e-01,-4.520829e-01
18,S.18,normal,1.365055e+02,1.259217e+02,4.599829e+02,9.394898e-02,-6.247332e-01,7.751659e-01
19,S.19,normal,6.288496e+01,9.443724e+01,4.340329e+02,-2.455246e-01,-4.557752e-01,8.555622e-01
