Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,3.589038e+01,9.445288e+01,3.636096e+02,-3.101935e-01,9.009656e-01,3.033825e-01
2,S.2,normal,-9.990639e+00,8.835667e+01,3.611450e+02,-6.196451e-01,7.792455e-01,9.389615e-02
3,S.3,normal,-1.679018e+01,6.226266e+01,3.573571e+02,-9.843341e-01,1.283999e-02,1.758451e-01
4,S.4,normal,-2.192033e+01,-5.346327e+01,3.251416e+02,-5.003432e-01,-8.178335e-01,-2.842626e-01
5,S.5,normal,6.985004e+01,7.220720e+01,3.854646e+02,8.747516e-01,-1.749535e-01,4.518860e-01
6,S.6,normal,6.787247e+01,8.328076e+01,3.717765e+02,6.059673e-01,4.479141e-02,-7.942275e-01
7,S.7,normal,5.731477e+01,8.259419e+01,3.946659e+02,-1.170726e-01,1.961101e-01,9.735681e-01
8,S.8,normal,5.668800e+01,1.030112e+02,3.819844e+02,8.247198e-01,2.850040e-01,4.884772e-01
9,S.9,normal,4.758082e+01,9.998299e+01,3.604794e+02,2.679390e-01,-7.620536e-01,-5.894769e-01
10,S.10,normal,4.623052e+01,1.117435e+02,3.690000e+02,-5.640870e-01,5.015891e-01,6.559072e-01
11,S.11,normal,7.770197e+01,1.062501e+02,3.655900e+02,8.054788e-01,5.160422e-01,2.913838e-01
12,S.12,normal,7.504190e+01,9.787106e+01,3.589786e+02,-1.486024e-02,-8.820809e-01,-4.708637e-01
13,S.13,normal,7.017186e+01,1.260508e+02,3.985799e+02,3.229885e-01,8.434321e-01,4.293026e-01
14,S.14,normal,5.418272e+01,1.149909e+02,4.044323e+02,-7.269844e-01,6.862208e-01,-2.438544e-02
15,S.15,normal,6.612585e+01,1.083261e+02,4.117459e+02,5.562539e-01,-4.306791e-01,7.107018e-01
16,S.16,normal,4.684415e+01,8.072659e+01,3.861383e+02,5.374576e-01,6.548274e-01,5.313572e-01
17,S.17,normal,3.810875e+01,9.528542e+01,4.034066e+02,-5.692465e-01,6.309770e-01,-5.270923e-01
18,S.18,normal,4.111737e+01,8.959215e+01,4.081340e+02,2.833663e-02,-8.209236e-01,5.703346e-01
19,S.19,normal,-5.314091e+00,5.581872e+01,3.707789e+02,-8.623878e-01,-1.177608e-01,4.923614e-01
