Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,2.326104e+01,1.112033e+02,4.132144e+02,5.370473e-02,9.939171e-01,9.614791e-02
2,S.2,normal,-2.505583e+01,1.321675e+02,4.118411e+02,-3.927772e-01,9.154856e-01,8.724818e-02
3,S.3,normal,-4.218828e+01,8.098652e+01,4.244938e+02,-9.498672e-01,-6.320821e-02,-3.061976e-01
4,S.4,normal,-5.354107e+00,-2.584401e+01,3.839766e+02,-1.774224e-01,-9.840316e-01,-1.425223e-02
5,S.5,normal,6.305954e+01,8.596741e+01,4.165101e+02,9.866920e-01,9.422356e-03,1.623272e-01
6,S.6,normal,5.645691e+01,9.987994e+01,4.035935e+02,7.195681e-01,4.237452e-01,-5.501471e-01
7,S.7,normal,5.365076e+01,9.800063e+01,4.313911e+02,5.225945e-01,2.562658e-01,8.131561e-01
8,S.8,normal,5.058163e+01,1.196573e+02,4.160038e+02,7.929895e-01,6.080251e-01,-3.838204e-02
9,S.9,normal,3.176946e+01,1.123453e+02,4.032856e+02,1.900616e-01,-9.039185e-01,-3.831554e-01
10,S.10,normal,3.060741e+01,1.222654e+02,4.110148e+02,-4.334404e-01,1.186233e-01,8.933408e-01
11,S.11,normal,6.659175e+01,1.299537e+02,3.924487e+02,7.295533e-01,6.535830e-01,-2.014478e-01
12,S.12,normal,6.118539e+01,1.198259e+02,3.837047e+02,-2.193488e-01,-6.148177e-01,-7.575522e-01
13,S.13,normal,7.105796e+01,1.418355e+02,4.252835e+02,4.290315e-01,5.124787e-01,-7.438397e-01
14,S.14,normal,4.656355e+01,1.283188e+02,4.432523e+02,-6.770905e-01,6.633396e-01,-3.186363e-01
15,S.15,normal,6.398001e+01,1.148064e+02,4.590901e+02,5.588447e-01,-4.343235e-01,7.064387e-01
16,S.16,normal,3.592569e+01,9.895230e+01,4.285001e+02,9.852747e-01,1.668955e-01,3.714434e-02
17,S.17,normal,3.312246e+01,1.190592e+02,4.469700e+02,-4.418775e-01,4.527059e-01,-7.744686e-01
18,S.18,normal,3.439210e+01,1.100838e+02,4.541313e+02,-3.644494e-02,-8.395486e-01,5.420610e-01
19,S.19,normal,-2.913522e+01,8.382253e+01,4.333210e+02,-2.061529e-01,-2.262055e-01,9.520148e-01
