Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,2.343292e+00,1.913703e+02,3.850003e+02,-3.956340e-01,8.994088e-01,1.858432e-01
2,S.2,normal,-6.051962e+01,1.793493e+02,4.242187e+02,-5.587491e-01,7.060487e-01,4.350801e-01
3,S.3,normal,-6.489221e+01,1.397833e+02,4.231614e+02,-9.717050e-01,-2.262988e-01,-6.766431e-02
4,S.4,normal,-1.639027e+01,1.490468e+01,3.853035e+02,-4.572501e-02,-9.302234e-01,3.641342e-01
5,S.5,normal,7.537021e+01,1.734355e+02,3.912906e+02,9.728262e-01,-2.006596e-01,-1.155206e-01
6,S.6,normal,6.029761e+01,1.810425e+02,3.767228e+02,8.224290e-02,2.674780e-01,-9.600477e-01
7,S.7,normal,6.407872e+01,1.809797e+02,4.117997e+02,3.595084e-01,3.270895e-01,8.739371e-01
8,S.8,normal,4.389630e+01,2.104323e+02,3.941883e+02,5.446335e-01,8.119926e-01,2.098629e-01
9,S.9,normal,1.861712e+01,2.019627e+02,3.747202e+02,3.935324e-01,-7.517283e-01,-5.291850e-01
10,S.10,normal,1.286784e+01,2.077255e+02,3.894591e+02,-1.185965e-01,-4.662845e-01,8.766491e-01
11,S.11,normal,4.328799e+01,2.174151e+02,3.641895e+02,3.939340e-01,8.888599e-01,-2.339749e-01
12,S.12,normal,3.427454e+01,2.040572e+02,3.559085e+02,-6.477029e-01,-4.178952e-01,-6.370593e-01
13,S.13,normal,4.715824e+01,2.399497e+02,4.068049e+02,-2.368192e-01,7.044967e-01,-6.690300e-01
14,S.14,normal,3.947159e+01,2.247925e+02,4.290368e+02,-8.550319e-01,4.285558e-01,2.919940e-01
15,S.15,normal,6.015870e+01,2.182850e+02,4.312865e+02,8.830705e-01,-3.882000e-02,4.676316e-01
16,S.16,normal,4.041377e+01,1.742969e+02,4.082456e+02,5.364950e-01,8.377131e-01,-1.020281e-01
17,S.17,normal,2.811144e+01,1.961781e+02,4.347706e+02,-9.157584e-01,3.997704e-01,-3.962566e-02
18,S.18,normal,3.406636e+01,1.909669e+02,4.384539e+02,4.855342e-01,-3.009615e-01,8.207794e-01
19,S.19,normal,-2.481273e+01,1.447378e+02,4.250734e+02,-1.922041e-01,5.067077e-01,8.404195e-01
