Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,6.738278e+01,1.478102e+02,3.775699e+02,-1.305601e-01,9.788080e-01,1.577618e-01
2,S.2,normal,-6.592407e-01,1.722129e+02,3.828814e+02,-1.853229e-01,8.090367e-01,-5.577769e-01
3,S.3,normal,-2.586647e+01,1.106157e+02,4.145485e+02,-5.755221e-01,-1.615472e-02,8.176267e-01
4,S.4,normal,-3.252818e+01,-2.095059e+01,3.754251e+02,-4.535748e-01,-8.906529e-01,3.173812e-02
5,S.5,normal,1.234388e+02,1.018844e+02,3.795865e+02,8.007599e-01,-4.257758e-01,-4.213059e-01
6,S.6,normal,1.129087e+02,1.208065e+02,3.686942e+02,5.125247e-01,1.688401e-01,-8.419093e-01
7,S.7,normal,1.172477e+02,1.078004e+02,4.003367e+02,4.820229e-01,-2.338837e-01,8.443651e-01
8,S.8,normal,1.093103e+02,1.499948e+02,3.895751e+02,8.358303e-01,5.349697e-01,1.232684e-01
9,S.9,normal,7.813559e+01,1.486170e+02,3.710385e+02,-2.138671e-02,-7.710218e-01,-6.364495e-01
10,S.10,normal,8.343941e+01,1.666618e+02,3.825507e+02,-5.469124e-01,2.485829e-01,7.994331e-01
11,S.11,normal,1.170739e+02,1.580903e+02,3.569734e+02,9.072485e-01,4.201363e-01,-1.963516e-02
12,S.12,normal,1.075656e+02,1.488783e+02,3.506030e+02,-6.439038e-01,-4.984435e-01,-5.804672e-01
13,S.13,normal,1.403321e+02,1.755451e+02,4.042613e+02,3.104815e-01,7.409782e-01,-5.954432e-01
14,S.14,normal,1.185861e+02,1.520521e+02,4.304501e+02,-5.723085e-01,7.382435e-01,3.570146e-01
15,S.15,normal,1.375872e+02,1.363149e+02,4.302886e+02,7.882792e-01,-3.260562e-01,5.218269e-01
16,S.16,normal,9.097324e+01,1.153395e+02,4.024174e+02,9.443476e-01,1.330844e-01,-3.008259e-01
17,S.17,normal,9.528596e+01,1.324938e+02,4.328857e+02,-5.578019e-01,6.815427e-01,4.736628e-01
18,S.18,normal,9.904845e+01,1.176324e+02,4.374937e+02,1.765281e-01,-9.231216e-01,3.415908e-01
19,S.19,normal,1.974905e+01,1.089167e+02,4.284133e+02,-2.400140e-01,-1.872229e-01,9.525445e-01
