Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,-2.079909e+01,-7.919743e+00,3.841992e+02,-4.172854e-01,3.362885e-01,8.442646e-01
2,S.2,normal,-3.135663e+01,-2.696254e+01,3.932009e+02,-2.133705e-02,2.557550e-01,9.665061e-01
3,S.3,normal,-1.930956e+01,-5.666063e+01,3.881632e+02,-2.380000e-01,-5.223005e-01,8.188761e-01
4,S.4,normal,-6.689472e+00,-7.881123e+01,3.660120e+02,-1.924311e-01,-8.496080e-01,-4.910566e-01
5,S.5,normal,1.189654e+00,4.700394e-01,3.756332e+02,8.803961e-01,4.667701e-01,-8.383529e-02
6,S.6,normal,-7.030459e+00,3.273560e+00,3.756146e+02,-4.268280e-01,7.072824e-01,-5.635328e-01
7,S.7,normal,-7.316360e-01,-2.407455e-01,3.851793e+02,5.138121e-01,5.560637e-01,6.532919e-01
8,S.8,normal,-1.131889e+01,5.729443e+00,3.858921e+02,3.159277e-01,9.483922e-01,-2.723705e-02
9,S.9,normal,-2.024674e+01,-3.325034e+00,3.800488e+02,-4.723105e-01,-6.054066e-01,-6.406291e-01
10,S.10,normal,-1.697775e+01,5.703930e+00,3.856944e+02,5.453969e-01,6.834422e-01,4.852309e-01
11,S.11,normal,-1.299826e+01,1.930621e+01,3.776805e+02,-2.399896e-01,9.331349e-01,2.677016e-01
12,S.12,normal,-1.284105e+01,1.315212e+01,3.717477e+02,-1.639219e-01,-6.571720e-01,-7.357000e-01
13,S.13,normal,-8.905678e+00,1.902617e+01,3.942966e+02,-6.584396e-01,7.180555e-01,2.255071e-01
14,S.14,normal,-6.990242e+00,8.924637e+00,3.971512e+02,-7.684433e-01,-3.470651e-01,5.376251e-01
15,S.15,normal,3.057806e+00,1.262170e+01,3.987854e+02,7.414270e-01,3.712694e-01,5.589679e-01
16,S.16,normal,-5.010830e+00,-8.519814e+00,3.874248e+02,-2.815261e-01,9.574401e-01,-6.365077e-02
17,S.17,normal,-2.940529e+00,-8.747211e+00,3.969361e+02,-7.497866e-01,-1.619287e-01,6.415600e-01
18,S.18,normal,1.804909e+00,-9.080226e+00,3.964537e+02,8.309526e-01,-2.877183e-01,-4.761679e-01
19,S.19,normal,-1.256556e+01,-3.875056e+01,3.904414e+02,5.571864e-01,-7.646695e-01,3.237650e-01
