Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,6.235099e+01,7.247530e+01,3.566147e+02,8.146783e-02,9.964589e-01,2.079763e-02
2,S.2,normal,4.198016e+01,8.684845e+01,3.649055e+02,-2.047163e-01,9.784601e-01,-2.659099e-02
3,S.3,normal,-3.281006e+00,2.188881e+01,3.862600e+02,-7.806171e-01,4.098167e-01,4.718975e-01
4,S.4,normal,-2.539459e+01,-4.548812e+01,3.740815e+02,-7.541094e-01,-5.969796e-01,-2.737415e-01
5,S.5,normal,1.041967e+02,3.484453e+01,3.709507e+02,8.400975e-01,-5.377168e-01,7.139117e-02
6,S.6,normal,9.907909e+01,4.639607e+01,3.559053e+02,5.783257e-01,4.903768e-02,-8.143308e-01
7,S.7,normal,9.657848e+01,5.017441e+01,3.826723e+02,3.962063e-01,3.929854e-01,8.298091e-01
8,S.8,normal,9.993488e+01,6.671571e+01,3.647262e+02,8.717811e-01,4.682240e-01,1.440974e-01
9,S.9,normal,7.581211e+01,6.660378e+01,3.485251e+02,-6.975003e-02,-9.457749e-01,-3.172456e-01
10,S.10,normal,8.140374e+01,8.020784e+01,3.569720e+02,-1.795633e-01,1.222262e-01,9.761239e-01
11,S.11,normal,1.080183e+02,6.897948e+01,3.422274e+02,8.602895e-01,5.092259e-01,2.430873e-02
12,S.12,normal,9.524471e+01,5.844521e+01,3.317181e+02,-3.593343e-01,-4.137018e-01,-8.364984e-01
13,S.13,normal,1.148781e+02,8.741982e+01,3.655081e+02,6.106697e-01,4.846478e-01,-6.262580e-01
14,S.14,normal,9.365373e+01,8.411749e+01,3.826202e+02,-5.236949e-01,8.508581e-01,-4.223903e-02
15,S.15,normal,1.087492e+02,7.612369e+01,3.942013e+02,7.038696e-01,-1.242176e-01,6.993836e-01
16,S.16,normal,8.254158e+01,5.407486e+01,3.836502e+02,9.926781e-01,1.188880e-01,2.134904e-02
17,S.17,normal,7.688791e+01,7.506154e+01,3.921884e+02,-6.527616e-01,7.530789e-01,-8.230790e-02
18,S.18,normal,8.219315e+01,6.413686e+01,4.005718e+02,4.124642e-01,-6.300997e-01,6.579117e-01
19,S.19,normal,1.574046e+01,2.934793e+01,3.895559e+02,-1.407972e-01,-2.110491e-01,9.672820e-01
