Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,5.650922e+01,1.623006e+02,4.230004e+02,-2.418825e-01,8.326986e-01,4.981023e-01
2,S.2,normal,-9.075226e+00,1.569946e+02,4.381832e+02,-5.378368e-01,6.874020e-01,4.880677e-01
3,S.3,normal,-1.928268e+01,1.136981e+02,4.299466e+02,-8.989018e-01,-1.360309e-01,4.164986e-01
4,S.4,normal,1.458404e+01,-6.471710e+00,3.816788e+02,-2.693037e-01,-7.561769e-01,-5.963824e-01
5,S.5,normal,1.084695e+02,1.303234e+02,4.298948e+02,4.650449e-02,9.978010e-01,4.722757e-02
6,S.6,normal,1.066226e+02,1.507405e+02,4.184480e+02,9.439694e-01,3.042109e-01,-1.279749e-01
7,S.7,normal,9.292068e+01,1.381697e+02,4.441906e+02,3.007126e-01,3.355199e-01,8.927476e-01
8,S.8,normal,9.384821e+01,1.740650e+02,4.402003e+02,8.619390e-01,-1.963627e-01,4.674429e-01
9,S.9,normal,7.728362e+01,1.797627e+02,4.178894e+02,2.341394e-01,-6.018866e-01,-7.634863e-01
10,S.10,normal,7.101827e+01,1.885561e+02,4.328123e+02,-4.048098e-01,-4.406217e-01,8.012375e-01
11,S.11,normal,1.053615e+02,1.910531e+02,4.179579e+02,9.168780e-01,3.893562e-01,8.795621e-02
12,S.12,normal,9.840235e+01,1.842280e+02,4.072597e+02,-2.958198e-01,-3.004026e-01,-9.067795e-01
13,S.13,normal,1.151212e+02,2.034355e+02,4.627665e+02,4.034484e-01,8.533028e-01,-3.303086e-01
14,S.14,normal,8.989386e+01,1.817583e+02,4.782843e+02,-8.019114e-01,5.367378e-01,2.623941e-01
15,S.15,normal,1.080023e+02,1.756337e+02,4.822861e+02,5.615831e-01,4.463505e-02,8.262155e-01
16,S.16,normal,8.286435e+01,1.378852e+02,4.421165e+02,8.691723e-01,4.442161e-01,2.172821e-01
17,S.17,normal,7.613432e+01,1.569889e+02,4.774624e+02,-8.400155e-01,5.352847e-01,8.856814e-02
18,S.18,normal,8.008725e+01,1.459993e+02,4.813347e+02,-3.175722e-02,-6.582242e-01,7.521519e-01
19,S.19,normal,2.386012e+01,1.134950e+02,4.530639e+02,-4.740439e-01,1.232272e-01,8.718357e-01
