Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,1.112505e+02,1.848107e+02,4.133981e+02,2.191805e-01,9.743344e-01,5.130747e-02
2,S.2,normal,7.181126e+01,2.266460e+02,4.239567e+02,1.212551e-01,9.116452e-01,3.926833e-01
3,S.3,normal,3.111800e+00,1.248046e+02,3.894435e+02,-8.896108e-01,1.561888e-01,4.291826e-01
4,S.4,normal,-2.080440e+01,1.862445e+01,3.670938e+02,-9.435517e-01,-2.474176e-01,2.202153e-01
5,S.5,normal,1.698886e+02,1.345395e+02,4.323691e+02,9.731530e-01,-1.749015e-01,1.496081e-01
6,S.6,normal,1.670342e+02,1.478968e+02,4.109910e+02,7.300729e-01,5.858951e-02,-6.808529e-01
7,S.7,normal,1.582600e+02,1.508794e+02,4.463067e+02,7.011667e-01,4.050882e-01,5.867442e-01
8,S.8,normal,1.608578e+02,1.826988e+02,4.264751e+02,7.949004e-01,5.332283e-01,2.894837e-01
9,S.9,normal,1.370626e+02,1.844542e+02,4.043643e+02,-9.197937e-02,-6.756632e-01,-7.314500e-01
10,S.10,normal,1.308477e+02,1.993111e+02,4.172747e+02,-4.335563e-01,-2.689991e-02,9.007248e-01
11,S.11,normal,1.816211e+02,1.848557e+02,3.964668e+02,9.826411e-01,1.707745e-01,7.247343e-02
12,S.12,normal,1.698195e+02,1.729299e+02,3.857560e+02,-4.072613e-01,-1.882406e-01,-8.937023e-01
13,S.13,normal,2.049578e+02,2.146634e+02,4.356075e+02,5.655302e-01,3.532957e-01,-7.452233e-01
14,S.14,normal,1.529440e+02,2.056718e+02,4.630863e+02,-6.400518e-01,7.661175e-01,-5.828991e-02
15,S.15,normal,1.722514e+02,1.750996e+02,4.803334e+02,3.539940e-01,-6.490486e-01,6.733676e-01
16,S.16,normal,1.359600e+02,1.510184e+02,4.395887e+02,9.791270e-01,1.090428e-01,1.715223e-01
17,S.17,normal,1.264094e+02,1.840602e+02,4.644570e+02,-6.227608e-01,6.025403e-01,-4.991132e-01
18,S.18,normal,1.314946e+02,1.704143e+02,4.709501e+02,-6.282848e-02,-6.138105e-01,7.869493e-01
19,S.19,normal,2.471206e+01,1.271486e+02,4.108096e+02,-7.490493e-01,2.296924e-01,6.214229e-01
