Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,7.342258e+00,9.985770e+01,3.771817e+02,-2.421714e-01,9.675034e-01,7.273383e-02
2,S.2,normal,-2.160727e+01,1.126631e+02,3.944887e+02,-3.039405e-01,8.740978e-01,3.789105e-01
3,S.3,normal,-4.204427e+01,5.069614e+01,4.024287e+02,-6.826070e-01,1.149194e-01,7.216934e-01
4,S.4,normal,-4.013068e+01,-1.866292e+01,3.751904e+02,-4.396269e-01,-8.922560e-01,-1.029927e-01
5,S.5,normal,5.166066e+01,7.885126e+01,3.855229e+02,9.124489e-01,-3.928613e-01,1.144413e-01
6,S.6,normal,4.432118e+01,9.104146e+01,3.722684e+02,6.741076e-01,3.059918e-01,-6.722708e-01
7,S.7,normal,4.273990e+01,9.106656e+01,3.953684e+02,6.258868e-01,5.474443e-01,5.554911e-01
8,S.8,normal,3.756871e+01,1.064185e+02,3.818716e+02,8.091787e-01,5.736570e-01,1.270730e-01
9,S.9,normal,1.465710e+01,9.554789e+01,3.710977e+02,-2.744244e-01,-7.552045e-01,-5.952793e-01
10,S.10,normal,1.810441e+01,1.125598e+02,3.749220e+02,1.790946e-01,-1.647877e-01,9.699331e-01
11,S.11,normal,4.966267e+01,1.097065e+02,3.569780e+02,5.945166e-01,6.954679e-01,-4.035770e-01
12,S.12,normal,4.636619e+01,9.840844e+01,3.532384e+02,5.249718e-02,-7.556616e-01,-6.528550e-01
13,S.13,normal,4.446919e+01,1.387966e+02,3.786533e+02,9.348530e-02,6.605425e-01,-7.449456e-01
14,S.14,normal,2.929897e+01,1.221698e+02,3.989091e+02,-8.015165e-01,5.366147e-01,-2.638481e-01
15,S.15,normal,5.048122e+01,1.203361e+02,4.127093e+02,5.203022e-01,3.640787e-01,7.724844e-01
16,S.16,normal,3.050136e+01,9.040095e+01,3.942061e+02,6.428462e-01,6.763678e-01,-3.595486e-01
17,S.17,normal,1.898743e+01,1.080307e+02,4.090603e+02,-9.080774e-01,3.759009e-01,-1.846453e-01
18,S.18,normal,2.291628e+01,1.007413e+02,4.170786e+02,1.353503e-01,-5.513341e-01,8.232320e-01
19,S.19,normal,-2.918412e+01,5.176022e+01,4.050865e+02,-2.412819e-01,1.476293e-01,9.591604e-01
