Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,3.463376e+01,1.099615e+02,3.879440e+02,-1.328579e-01,9.573241e-01,2.566697e-01
2,S.2,normal,-2.845659e+01,1.356759e+02,3.954029e+02,-3.172447e-01,8.639143e-01,3.911623e-01
3,S.3,normal,-4.233325e+01,7.423962e+01,4.055077e+02,-9.937148e-01,-7.474181e-02,8.333365e-02
4,S.4,normal,-9.245491e+00,-3.728780e+01,3.545136e+02,-2.318133e-01,-9.615803e-01,-1.470579e-01
5,S.5,normal,7.163557e+01,8.738262e+01,3.687130e+02,8.126124e-01,-4.216640e-01,-4.023189e-01
6,S.6,normal,5.936478e+01,1.043423e+02,3.608065e+02,-8.175952e-02,3.950735e-01,-9.150040e-01
7,S.7,normal,6.875964e+01,9.962265e+01,3.903922e+02,6.614988e-01,-5.306428e-02,7.480664e-01
8,S.8,normal,6.238223e+01,1.290806e+02,3.774142e+02,9.703252e-01,2.256323e-01,-8.694398e-02
9,S.9,normal,4.007199e+01,1.204674e+02,3.682114e+02,-4.455856e-01,-6.515228e-01,-6.139800e-01
10,S.10,normal,3.532999e+01,1.284720e+02,3.799050e+02,3.847615e-01,-5.473612e-02,9.213916e-01
11,S.11,normal,6.793648e+01,1.355160e+02,3.464448e+02,7.920796e-01,5.079326e-01,-3.385474e-01
12,S.12,normal,5.968108e+01,1.290423e+02,3.406983e+02,-3.074153e-01,-3.595627e-01,-8.810281e-01
13,S.13,normal,9.141504e+01,1.450645e+02,3.877018e+02,-1.635037e-01,8.500139e-01,-5.007424e-01
14,S.14,normal,7.266267e+01,1.265207e+02,4.082235e+02,-6.660746e-01,7.005262e-01,2.561399e-01
15,S.15,normal,9.638081e+01,9.961458e+01,4.100133e+02,7.053313e-01,-5.899941e-01,3.929565e-01
16,S.16,normal,5.024197e+01,1.037035e+02,3.944584e+02,8.713798e-01,3.879895e-01,-3.002689e-01
17,S.17,normal,6.008084e+01,1.167148e+02,4.162155e+02,-5.264648e-01,8.482711e-01,-5.719183e-02
18,S.18,normal,6.298547e+01,1.016865e+02,4.175657e+02,-6.580122e-02,-9.954176e-01,6.938324e-02
19,S.19,normal,-2.776139e+01,7.893133e+01,4.123937e+02,-2.998900e-01,-6.467158e-03,9.539519e-01
