Landmarks,19,v1.0,(mm)
#,Name,Type,X,Y,Z,NX,NY,NZ
1,S.1,normal,7.956252e+01,1.841204e+02,4.310943e+02,2.073172e-01,8.728060e-01,4.418476e-01
2,S.2,normal,3.810516e+01,2.122388e+02,4.405094e+02,9.686812e-02,9.318339e-01,3.497173e-01
3,S.3,normal,-4.430565e+00,1.233580e+02,4.419037e+02,-8.611150e-01,1.497784e-02,5.081895e-01
4,S.4,normal,3.982666e+00,1.861919e+01,4.218163e+02,-2.670542e-01,-9.321939e-01,2.443291e-01
5,S.5,normal,1.328627e+02,1.464240e+02,4.455693e+02,8.724010e-01,-4.883001e-01,-2.189954e-02
6,S.6,normal,1.252336e+02,1.616472e+02,4.288177e+02,7.864714e-01,5.201439e-02,-6.154326e-01
7,S.7,normal,1.222039e+02,1.639057e+02,4.591062e+02,7.053519e-01,3.897949e-01,5.920631e-01
8,S.8,normal,1.217453e+02,1.854837e+02,4.386616e+02,9.864527e-01,1.083433e-01,1.231782e-01
9,S.9,normal,9.911792e+01,1.818577e+02,4.226059e+02,2.026649e-01,-8.776048e-01,-4.344385e-01
10,S.10,normal,1.021022e+02,1.949460e+02,4.334930e+02,-2.581522e-01,3.449869e-01,9.024088e-01
11,S.11,normal,1.392326e+02,1.794138e+02,4.073961e+02,9.793178e-01,-1.139127e-01,-1.672139e-01
12,S.12,normal,1.323577e+02,1.679982e+02,4.004786e+02,-2.633489e-02,-7.628147e-01,-6.460806e-01
13,S.13,normal,1.456996e+02,2.088799e+02,4.357846e+02,3.033141e-01,3.795711e-01,-8.740288e-01
14,S.14,normal,1.210205e+02,2.021488e+02,4.669601e+02,-6.477107e-01,7.557664e-01,9.637396e-02
15,S.15,normal,1.384243e+02,1.898605e+02,4.775883e+02,6.660601e-01,-2.730798e-01,6.941119e-01
16,S.16,normal,9.846823e+01,1.606341e+02,4.584500e+02,9.640968e-01,2.651649e-01,1.431318e-02
17,S.17,normal,9.589130e+01,1.813345e+02,4.771172e+02,-7.262609e-01,6.803532e-01,-9.830923e-02
18,S.18,normal,9.921626e+01,1.777769e+02,4.803148e+02,2.704904e-01,-3.302511e-01,9.043060e-01
19,S.19,normal,2.921748e+01,1.333039e+02,4.567511e+02,-5.850776e-01,4.519413e-01,6.733745e-01
